[url][key][hash],source,Translation
1688526A47B80A1F1E1D3187B502A6F5,"Let this be my message: I do not suffer traitors, nor those who shelter them. Even my own blood cannot escape me.",
168A354942F0FA3AF4F513A3F5FFA28E,Decorations,
169260FE4BB458C6AD68EEADDA259963,"As for the Falsgar? Tools. Once proud, now little more than puppets.",
169486E94947C2F91C6B638AA788AF3D,"You are saying those words about rebellion to your people, like your leadership will give them freedom, and you couldn’t rescue one girl.",
169C777B43DBE516F3F5A595706A5ACA,Talk to Amelie and learn more about the troubling hunter.,
169F085E49ED1D525BD678B6A6B90A28,What can you tell me about Burning Stove and Klara Winterburn?,
169F571D4A864D22D7982DA1E1D960F3,"That will be 50 coins. Money first, please.",
16A2A5884EB333746093EB8D2FD23277,Forest Meadow,
16A3072A4E828C9D402C4E81C8B8FD9F,"Watch the seabirds. Listen to the sails, not just the wind. Around these coasts, the wind shifts like a drunk on a staircase, fast, loud, and dangerous. If your mast’s groaning more than usual, you’ve waited too long to adjust.",
16A41F164E0EEF84B3588BAAE9039854,Caroline said you’ve refused to let her take out a loan.,
16AA453249A078CE07A91CAB3D0C848E,Found a letter about a shipment that needs to go missing. Had your initials.,
16AAE3ED4A3D7718963B6BBDCBEC1346,Stump bench,
16AEF00044404173F7D56D87749ADAD3,Brigand's note,
16B6FEE04F0501FE3A27EC932A5DD832,"The problem is, that the sword is a family heirloom that belongs to my wife. If she finds out I lost it, she’ll be devastated!",
16B79A7345455AA93DA9E5A6BF1A75BD,About those travel signs…,
16B7B84E4FB4C23C755460BEEA889C85,Report to {Npc},
16BA04C24E196A2259DEA38270168175,Is there anything I could help you with?,
16BB2EBC40E88FC57F2D138BD6D20A37,Trust,
16BEC4164D28DD2F73BAEF9026055CED,How could you have done that? Now you tell Carlos about your little decision. I’m not the one who’s going to face him.,
16CB0C7F4660825767E5ABA6B58D0E12,At Lysara’s husband’s grave. Someone left it there.,
16CD655A4D41B68CB6652FB4DE2E65CD,"The easiest way would be to lock them in a room. They’d either kill eachother or we’d have a new member of our community in a few months. But, what do I know? I’ll get these going for you.",
16CD8FE04CAB218AEB37E8AAAA6A6368,Is winter coming already? What is happening?,
16CE05AB4E3B7B7356B61ABA10BBF701,"Andrea also has seen this ghost, as she called, in the forest nearby the village.",
16CE9801495807F639FE22A0F94221EA,Its hard to stay optimistic,
16D3856446008B24269F4CA79BCD2F56,Silverguard Cutlass,
16D8AFB14DFCF301CABFEDBB2D7114ED,Patryk Sten.,
16DDA21741FA38EE47153784A8B3C461,"The Overseer's influence spreads far beyond this single node. Seek the crimson star when it aligns, and the next phase shall begin. The non-believers will tremble before our ultimate revelation.",
16DF450A45D7853FB94D6CB6B6336CF6,I knew I could. Your courage keeps the rest of us standing. We’ll need that fire again soon.,
16E15DAF48516C7F2739148E7F08B846,"Ha! Your tongue is as sharp as a knife. Just see that you don't cut yourself with it. The hermit's a bit of an oddball, but he knows his potions.",
16E3733947BA14997FE17B8CAA9AA955,"Not right now, sorry.",
16E4F7064F7493DD8B57EAA9478DDF12,Replace the flag,
16E7F3C742D5E683C237AD9FFC7FE7BC,"Leave stranger, I’m busy.",
16E904464CDD8F648778ACBBCAF67BC4,"I’d like to help, but times are tough. If I’m leaving behind other work, I’ll need something to make it worthwhile. Maybe a few coins?",
16E9E6434A4D841EDA92DEB085972B23,"You’re the one behind the hanging tree, correct?",
16ECF0FF43878FA378BF01881A08A315,"Just bad luck. My whole journey to Crasmere was suspiciously smooth, my friend - no bandits, guards, even wild animals. Dear Gods, even the weather was nice, can you imagine?",
16EF8A044804D165A4C5E78B2A6CD849,"Here, take this as a reward for all your help. Maybe in the future, we can fight alongside each other once again!",
16EFAB7649D933460558EFB8FF2A2332,"If I am to help you in your search I should have more information, no? Trust goes both ways, my friend.",
16F1E47741D4CFEC823B828F5D4673E7,"We do have someone in mind, his name is Sohrvey Lance, but convincing them might take some work. If you can speak to them, we’d all feel safer.",
16F208C7486F61F60141649B90FB0020,Report to {Npc},
16F2326A475829C7E3D1F08E9E06353E,"I do wonder if my talents are wasted here, bandaging wounds and popping dislocations back into place. But I have a steady influx of patients - and therefore gold - so I have no impetus to leave here yet.",
16F4E8184F91DBE4D837BD9DC8687B30,Trait,
16F54E844E0F6931F60B4EAA7512A7EB,Any news about the situation in town?,
16F69EA342D9699E9F07E0B453F88B86,"Welcome to our village. It's not much, but it's home. Just don't go wandering too far out or you might find trouble.",
16FC0F4B4B3E651A4962F6A33B70DB44,I wish we could do something different and save her.,
170943094B3F9ADD49B4B2AC356E808C,Is that all?,
1709FD964C33B02B124C65A07C0B15AB,I’ll speak with you later.,
170C31D444A58DAF851195A31D956811,You’re right I can’t be a coward. I’ll act like a real man and face the consequences.,
170E2DE3441FBFAF450C4495806667A3,Profession,
170F75044CBB3C82F9B93180CDA4E171,Still working on it.,
17106AEA4B0767D8FBDDD7BACF99706F,"But I offer you a word of caution. They are not fools. If one suspects you favor the other, if your actions begin to wound more than they help their wrath will not go quiet.",
171E5CC042930E4B6D16258949AA0AE9,The Sigil: Padstow,
17211EBA44DBB2A7466365AAC80794D3,You couldn’t be more wrong. Do you want to help me?,
172157E440BBADBAA58C3690DC0A3C7B,Stranger,
1724C3264647A3E239D1D39D8311BC00,Farming,
1727B5BE4352142737E509BAD8C34CD1,Safety First,
172C9B8B40D5475A10E6EAAA262F51E5,You look like someone with problems. I am someone who solves them.,
17302F1842C2CA13CE84A58E2A1803D4,"To art! To chaos! And to you, my unwitting accomplice! Here! Your reward for helping me in my hour of tremendous need!",
17326D2146DE89DB32B11B815B50D8CF,Are you okay?,
1734A68B42F9B67060300292ABE6592A,Opportunist's Bliss,
1738A18045F9E66EE8002586222C0229,Light Infantry Militia,
173F3D0F49A2DD32FCD7DB95B53FEA89,Charcoal,
174244D54BFE4A2DAE4BFD9DCB5DE4A8,They try to ignore it. Sometimes they make fun of it. But I'm afraid the feud is escalating and could start to involve other villagers.,
1748A2E34DB155700298BFB8406AED31,Wait.,
174A1302494EEF39060ABAA7402D4683,Letter from a Pilgrim,
174A29054E35310D99A3F080ADF59B7D,Falsgar,
1754E33B4FEC6347CAC2A0B8C00F5B35,"I have this problem with my husband. A couple of weeks ago, he came up with the idea of creating this whole Association for Swordsmanship Scholars.",
1759CC4449C3D6B7ED4578810B249FD6,Still working on it.,
175CE8244A873B5CFAF5CD951DE87C32,Seed Pouch,
175D0F8C4D06A2A47D3ADE97D8A1DF82,Cure that smells like a fragrant tea.,
175DF18D4CD69495C1E97D84A28DFD3F,"I have to get going now, I’ll come back later.",
1760A591456985766C8969BFBD38EBCA,A Different Outcome,
17646EBD430EDAFC424AC586106DF6F1,The One Who Left It All Behind,
1764802D4E531CF671A4BD9DFB2090BC,"In short, I got drunk and now I’m hungover.",
176685804AF02580B532D5B78722989D,"Monkey, my dear monkey, I have a special task for you and just for you.",
1769F873439053C31C6060A108C4CECF,I can’t do it right now.,
177002A34EB3C9E2E340FBAFA51334FF,Kill Edoardo Preto.,
17754FED4C1BDD81F8BC6CB3935A3A44,Warrior's Tent,
1776F51E4A4821F1B290E3A1EE30BF80,"That story’s thin. But fine, we’ll see. Let’s move.",
1779CB5949B2990A544EF89CF71FEEDA,Delivering,
1779F8EE41FF68DA9A009E957B634B35,"I'm sorry, but I don't have any job for you at the moment.",
177F1580446D340D4809ED828DC86B25,Blavier,
17882A9E45EA2E83EAF23AB6C4DA26CB,Gather Water,
178BEB5C44172D73703E5E9C717E35DC,"A sticky and aromatic substance secreted by trees, resin serves as a valuable material for crafting. Can be processed from hard wood at Coal Burner.",
178F28E948E9EC07C13702B1A8C869F1,"However, you need not suffer for eternity. You may start to improve your situation.",
179A161C41C792DAF1191BA47C0C2B9B,"With the new Viceroy of Cragkeep, we’ve decided to offer you an alliance, but in ‌exchange, you will help us in getting rid of Halmayans.",
179A693746211AB4ABADD58786305255,Put the stolen item in the secret stash.,
179ACE54488957FCF506DDA7945DC0FE,Thieves and lawbreakers are unwelcome. Any suspicious behavior will be met with punishment.,
179B310A43E24561A0CBB5A054B333CF,Injured,
179C6C6849C38E0A905393A66E845831,"Come, come! A cow that gives milk sweeter than honey, a pig that grows fatter than a friar… what more couldst thou need?",
17A2F34F41F5E04C00F12A802D9046DA,Did you build them already?,
17A602424EFEF0A7784835BD944D1EDD,Nice to meet you hero!,
17A6253B45E3455DFDB8AFA06C8C1202,"Marcos Petrides, a Falsgar captain, accused a deserter named Dain of abandoning his post and stealing important documents. He offered me gold to hunt him down and return his ring as proof.",
17A85095405B677854FF6992022C0FCE,He agreed to working in the mine.,
17A98129474D38C9DC2CDABF39393AAE,"You’ve heard pieces, then let me fit them together. Born to a servant, never named by his father. He clawed his way upward with words and deceit, painting himself in colors he never earned.",
17ABC86C4EE4DB88A4B731BF39DE5684,Woodsman,
17AD4A0242F8511123CE0EAB93C76F14,I have the package and Mancebo is still alive.,
17AF168A47B171B21A2867BCEEEDDAE2,Cancel,
17B152CE4987CC2B0F24F29EF8740A49,I don't think I'm ready to hire you at the moment.,
17B647924232399B40BDFBA19BF9B24C,The Belltower will rise again. This time I will protect Horndean.,
17B7AF14488A95A7012BC389BAED03CC,WARRIORS GUILD!,
17B84C3C49C1E13EA69D808958AAC73A,Keep your secrets. I still need to clarify a few more things.,
17B8735547EE617240D6B3ADCD2D4935,Give me the names.,
17B9B33D49B980B22E0B238BF9825F23,"Thank you, I’m honored.",
17BA136847D3043F15A344A53C8F0C2C,You’ve killed my guards. What are you doing here?,
17BEB3B8491A9045F37DE4861AFFA4EE,I see there is no place for me at the moment.,
17C0E3DC4A8C58284E81C4B3AC9E035A,"As an Elder, I’ll harness the collective knowledge an’ experience of our hunters to take on any challenges we may face, like scarce game, harsh weather, and any potential conflicts with neighborin’ villages.",
17C2FB46491687E829988CB5C9D45F69,Lyra told me you were looking for me.,
17C30A1B41CC7DDA58289D81FF51F85F,Min price,
17C8D82E469B17FB0D5138944F48968B,"Now, can ye’ help me with my cow?",
17C9ED2A4F5376FD94B1F4B67046DDEF,"You should get yourself somewhere safe, though. Your name was mentioned when Thiana confronted Dobbins. That makes you a target.",
17CA3DFF49F83E0269B00EA38D50B716,Warrior's Guild part 2,
17CC8C1044B1363F90A17EAFD0CAF221,+ The Ore & Ale +,
17D4BE684E363BBCB3C021A39D233F79,"Sure, that do you have for me?",
17D509DD480664869226BA847E46B673,Gobert,
17D891564CCC7B6774F4DA9B234F24DD,Defend yourself from {Npc},
17DC096543208197E5A8898D6F4F7FEB,Where The Lost Lay,
17DE20DE4CE629E68ABCA2AF3FDDDF87,Hungry,
17DFE76C4B723D702F9D24A830774800,Boosts neutral village trust and allows initiation of a rebellion by ringing the bell.,
17DFF189446B95CF6F1B7FB0ECC827D2,"Alright, I’ll do it. But don’t expect me to stick around if things get too dangerous.",
17E18FB147D5938259210489D5B8EB41,Lock,
17E1B2244DAD4EF63C8B93A8D44AE1BD,"I hope that old-timer Dalibor doesn't forget to actually make ‘em this time. Good thing this is his last job, shoulda been retired years ago.",
17E2D8CF47723D6F30E792A7287DD385,"Of course, those pigs have waited for too long for proper training. Lead the way.",
17E4EA97419E2DB179DE969DD37FAFAC,Examine,
17E4FB0B4D723F567E8B48A632C2981F,Can be crafted at Craftsman's Nook.,
17E5276F45CD74BFC25E8AA3E2666DD6,"Elder Ansgar,<cf><cf>The Royal Bastards have arrived in your area. Lucky you. There are many dangers in the Lowlands, as we’re sure you’re aware. And we’re not just talking about the wild animals. The Red Thorns have made their presence known, and they won’t do you the courtesy of sending a letter ahead of time. So if you want protection from them, you’ll pay us, and pay us well. We look forward to hearing from you.<cf><cf>The Royal Bastards",
17E7A27141BFFFAA922368A18463C41D,"I brought the charcoal that Finton needed to continue his work, but he really needs to take better care of his hands.",
17EF46564A17C10F718438B8089EE444,Sorry I can't do it right now.,
17EF62FA48D2D164BBAFA6BE2B2EC3DA,Modic,
17F1ADF242557961A36A43ABA56C2161,Here are your coins…,
17F9F5BB4DFC861B7A0C8BB5058807A4,Is there anything I could help you with?,
17FC499A48CDF47CB13A13BFBD0FDD1A,(GOT IT),
1800AC5641A46339115B70B44D6EB905,May I help you?,
18080EA1406331250C88D48D3387B983,Speak to {Npc} to cast your vote,
1808AC2D49154FEB0545AD844546E7F4,"And I’m not interested in working with a humourless donkey, but I don’t have any other options, unfortunately.",
180A447C45BBC7DF9A70EB8888010AC0,About those items you wanted…,
180A70B24868FBB75CD4A8A934A54438,That's reassuring. I need a batch of high-quality hoe and shovel. Dealing with family squabbles has left me short on time.,
180AC1BB43D0728984455D9D56DF22D0,"There's a blacksmith in Horndean. If you could get the shovels from there, it'd be a great start.",
180EA3304802B810C8F8FCBD0ABA164D,"And since you got rid of Lyra and the Halmayans, there is no obstacle for the islands to prosper. I already got into agreement with Cassandra, and I want to offer my promise of mutual help and trade to you.",
181265D741A9E732E0E81281C8738361,Hello there.,
1812E8B24A8CE1DAA811F98E74322D48,Speckled Spotfin trophy provides renown for placing in your settlement,
1812EBE842E38D9FA1412388DDE1B6F8,"So you get the point, good. Do you want to ask about something else?",
1816EC94431540FFE015A8A7D912A690,"As I've said before, the harbor remains open to you. No need to ask twice—though I do appreciate your attention to protocol.",
1817DD594E7A3796DB2408B4C888E11E,Check the dead body,
181BF1A24F57F92B2BA0B9A1BC6BAB48,Build {Structure} to start liberation of Crasmere,
182003F744EC2FA7F883BAA043BBE018,And you can take some of these from my collection.,
1820DE9841C972995D0D16959CC64852,Keep the mayor safe.,
1821644C480A6B0EB44D97B294E98256,You preach of freedom and yet you’ve bound Isa to the Halmayans.,
1822065640E99D3BC6C62C95F0971B22,"A widow named Lysara asked for my help. She’s been visiting her husband’s grave every day since his passing, but this morning found a sealed bottle of Doll’s Tears resting on it. It’s pure, too fine for anyone in this village. She doesn’t want revenge, only to know who left it and why. I agreed to take a look at the grave.",
1825FCCA43FD55CF094E7C9DEB3A0B26,"Funnily enough, I feel like I’ll be safer with you than anywhere else. You have my allegiance.",
1826C2964DE2CAF93D588C9158B4651B,Iliana,
